fw_taxon_id	canonical_name	rank	gbif_taxon_id	inat_taxon_id	worms_aphia_id	wikidata_qid	merged_into	created_on
1000	Aapticheilichthys	genus	8236962	619412				2026-09-13
1001	Aapticheilichthys websteri	species	9536819	619413				2026-09-13
1002	Aaptosyax	genus	2363805	86141				2026-09-13
1003	Aaptosyax grypus	species	2363806	92966				2026-09-13
1004	Abactochromis	genus	4841124	86142				2026-09-13
1005	Abactochromis labrosus	species	5961874	92967				2026-09-13
1006	Abalistes	genus	2407215	86143				2026-09-13
1007	Abalistes filamentosus	species	2407223	529521				2026-09-13
1008	Abalistes stellatus	species	2407216	196872				2026-09-13
1009	Abantennarius	genus		1312944				2026-09-13
1010	Abantennarius analis	species		1316903				2026-09-13
1011	Abantennarius bermudensis	species		1316902				2026-09-13
1012	Abantennarius coccineus	species		1316901				2026-09-13
1013	Abantennarius dorehensis	species		1316900				2026-09-13
1014	Abantennarius drombus	species		1316899				2026-09-13
1015	Abantennarius duescus	species		1316895				2026-09-13
1016	Abantennarius nummifer	species		1316898				2026-09-13
1017	Abantennarius rosaceus	species		1315453				2026-09-13
1018	Abantennarius sanguineus	species		1315624				2026-09-13
1019	Abbottina	genus	2362542	86144				2026-09-13
1020	Abbottina rivularis	species	5206304	128275				2026-09-13
1021	Ablabys	genus	2335194	86146				2026-09-13
1022	Ablabys binotatus	species	2335195	621567				2026-09-13
1023	Ablabys gymnothorax	species	11170259	1314100				2026-09-13
1024	Ablabys macracanthus	species	2335201	470101				2026-09-13
1025	Ablabys pauciporus	species	10028984	1314099				2026-09-13
1026	Ablabys taenianotus	species	2335204	121261				2026-09-13
1027	Ablennes	genus	2369164	86147				2026-09-13
1028	Ablennes hians	species	2369165	135196				2026-09-13
1029	Aboma	genus	2375938	86148				2026-09-13
1030	Aboma etheostoma	species	2375939	92980				2026-09-13
1031	Aborichthys	genus	2358757	86149				2026-09-13
1032	Aborichthys bajpaii	species		1439681				2026-09-13
1033	Aborichthys barapensis	species	11192414	1313200				2026-09-13
1034	Aborichthys boutanensis	species		1316392				2026-09-13
1035	Aborichthys cataracta	species	7923709	617832				2026-09-13
1036	Aborichthys elongatus	species	2358761	92981				2026-09-13
1037	Aborichthys garoensis	species	2358758	92982				2026-09-13
1038	Aborichthys iphipaniensis	species	11114438	1313902				2026-09-13
1039	Aborichthys kailashi	species	10548977	1313706				2026-09-13
1040	Aborichthys kempi	species	2358763	92983				2026-09-13
1041	Aborichthys palinensis	species	12221090	1359944				2026-09-13
1042	Aborichthys pangensis	species	11166481	1313708				2026-09-13
1043	Aborichthys tikaderi	species	2358454	186992				2026-09-13
1044	Aborichthys verticauda	species	8411882	617834				2026-09-13
1045	Aborichthys waikhomi	species	7577385	617835				2026-09-13
1046	Abramis	genus	2363407	86150				2026-09-13
1047	Abramis brama	species	9809222	92984				2026-09-13
1048	Abramis brama bergi	subspecies		1443560				2026-09-13
1049	Abramis brama danubii	subspecies		1443559				2026-09-13
1050	Abramis brama orientalis	subspecies		1443553				2026-09-13
1051	Abramis brama sinegorensis	subspecies		1443561				2026-09-13
1052	Abramites	genus	2355542	84419				2026-09-13
1053	Abramites eques	species	2355543	608080				2026-09-13
1054	Abramites hypselonotus	species	2355545	84411				2026-09-13
1055	Abudefduf	genus	2398621	48312				2026-09-13
1056	Abudefduf abdominalis	species	2398692	49400				2026-09-13
1057	Abudefduf bengalensis	species	2398657	337754				2026-09-13
1058	Abudefduf caudobimaculatus	species		871277				2026-09-13
1059	Abudefduf concolor	species	2398689	92987				2026-09-13
1060	Abudefduf conformis	species	2398622	619600				2026-09-13
1061	Abudefduf declivifrons	species	2398662	92988				2026-09-13
1062	Abudefduf hoefleri	species	2398675	122102				2026-09-13
1063	Abudefduf lorenzi	species	2398679	181014				2026-09-13
1064	Abudefduf margariteus	species	2398699	619601				2026-09-13
1065	Abudefduf natalensis	species	2398674	559948				2026-09-13
1066	Abudefduf nigrimargo	species	9780224	871270				2026-09-13
1067	Abudefduf notatus	species	2398703	345719				2026-09-13
1068	Abudefduf saxatilis	species	2398623	49402				2026-09-13
1069	Abudefduf septemfasciatus	species	2398628	337753				2026-09-13
1070	Abudefduf sexfasciatus	species	2398669	49401				2026-09-13
1071	Abudefduf sordidus	species	2398682	123922				2026-09-13
1072	Abudefduf sparoides	species	2398625	474803				2026-09-13
1073	Abudefduf taurus	species	2398664	57338				2026-09-13
1074	Abudefduf troschelii	species	2398672	92989				2026-09-13
1075	Abudefduf vaigiensis	species	2398634	49403				2026-09-13
1076	Abudefduf whitleyi	species	2398633	481478				2026-09-13
1077	Abyssoberyx	genus	2410287	86151				2026-09-13
1078	Abyssoberyx levisquamosus	species	2410288	494081				2026-09-13
1079	Abyssobrotula	genus	2345949	86152				2026-09-13
1080	Abyssobrotula galatheae	species	2345950	491309				2026-09-13
1081	Abyssobrotula hadropercularis	species	8585350	1135523				2026-09-13
1082	Abyssocottus	genus	2335935	86153				2026-09-13
1083	Abyssocottus elochini	species	2335938	607787				2026-09-13
1084	Abyssocottus fuscus	species	11187680	1313761				2026-09-13
1085	Abyssocottus gibbosus	species	2335936	607788				2026-09-13
1086	Abyssocottus korotneffi	species	2335939	607789				2026-09-13
1087	Abyssocottus pumilus	species	11119121	1313762				2026-09-13
1088	Abyssocottus subulatus	species		1315849				2026-09-13
1089	Acanthaluteres	genus	2406695	86159				2026-09-13
1090	Acanthaluteres brownii	species	2406699	530366				2026-09-13
1091	Acanthaluteres spilomelanurus	species	2406696	353497				2026-09-13
1092	Acanthaluteres vittiger	species	2406702	353494				2026-09-13
1093	Acanthanectes	genus	2392788	86160				2026-09-13
1094	Acanthanectes hystrix	species	2392789	445577				2026-09-13
1095	Acanthanectes rufus	species	2392790	445578				2026-09-13
1096	Acanthaphritis	genus	2389137	86161				2026-09-13
1097	Acanthaphritis barbata	species	2389138	530151				2026-09-13
1098	Acanthaphritis grandisquamis	species	2389145	530152				2026-09-13
1099	Acanthaphritis ozawai	species	2389142	530153				2026-09-13
1100	Acanthaphritis unoorum	species	2389144	619081				2026-09-13
1101	Acantharchus	genus	2394539	86162				2026-09-13
1102	Acantharchus pomotis	species	2394540	93011				2026-09-13
1103	Acanthemblemaria	genus	2381368	86165				2026-09-13
1104	Acanthemblemaria aceroi	species	11214690	1313546				2026-09-13
1105	Acanthemblemaria aspera	species	2381384	131510				2026-09-13
1106	Acanthemblemaria atrata	species	2381373	93027				2026-09-13
1107	Acanthemblemaria balanorum	species	2381376	93028				2026-09-13
1108	Acanthemblemaria betinensis	species	2381391	445579				2026-09-13
1109	Acanthemblemaria castroi	species	2381381	93029				2026-09-13
1110	Acanthemblemaria chaplini	species	2381380	147100				2026-09-13
1111	Acanthemblemaria crockeri	species	2381377	93030				2026-09-13
1112	Acanthemblemaria exilispinus	species	2381372	93031				2026-09-13
1113	Acanthemblemaria greenfieldi	species	2381375	316922				2026-09-13
1114	Acanthemblemaria hancocki	species	2381370	93032				2026-09-13
1115	Acanthemblemaria harpeza	species	2381371	445580				2026-09-13
1116	Acanthemblemaria hastingsi	species	5962015	445581				2026-09-13
1117	Acanthemblemaria johnsoni	species	2381378	445582				2026-09-13
1118	Acanthemblemaria macrospilus	species	2381392	93033				2026-09-13
1119	Acanthemblemaria mangognatha	species	2381389	93034				2026-09-13
1120	Acanthemblemaria maria	species	2381369	179865				2026-09-13
1121	Acanthemblemaria medusa	species	2381390	147101				2026-09-13
1122	Acanthemblemaria paula	species	2381394	445583				2026-09-13
1123	Acanthemblemaria rivasi	species	2381379	445584				2026-09-13
1124	Acanthemblemaria spinosa	species	2381382	192654				2026-09-13
1125	Acanthemblemaria stephensi	species	2381388	93035				2026-09-13
1126	Acanthicus	genus	2339325	86167				2026-09-13
1127	Acanthicus adonis	species	5202069	616096				2026-09-13
1128	Acanthicus hystrix	species	5202070	616097				2026-09-13
1129	Acanthistius	genus	2388063	86169				2026-09-13
1130	Acanthistius brasilianus	species	2388066	93039				2026-09-13
1131	Acanthistius cinctus	species	2388070	447796				2026-09-13
1132	Acanthistius fuscus	species	2388081	620549				2026-09-13
1133	Acanthistius joanae	species	5853330	620550				2026-09-13
1134	Acanthistius ocellatus	species	2388075	93040				2026-09-13
1135	Acanthistius pardalotus	species	2388082	530805				2026-09-13
1136	Acanthistius patachonicus	species	2388064	620551				2026-09-13
1137	Acanthistius paxtoni	species	2388074	530806				2026-09-13
1138	Acanthistius pictus	species	2388072	93041				2026-09-13
1139	Acanthistius sebastoides	species	2388078	620552				2026-09-13
1140	Acanthistius serratus	species	2388068	530807				2026-09-13
1141	Acanthobrama	genus	2360145	86170				2026-09-13
1142	Acanthobrama centisquama	species	2360169	93042				2026-09-13
1143	Acanthobrama hadiyahensis	species	2360168	494091				2026-09-13
1144	Acanthobrama lissneri	species	2360162	93044				2026-09-13
1145	Acanthobrama marmid	species	2360149	445585				2026-09-13
1146	Acanthobrama microlepis	species	7762008	445586				2026-09-13
1147	Acanthobrama orontis	species	8003443	612452				2026-09-13
1148	Acanthobrama persidis	species	8315786	612453				2026-09-13
1149	Acanthobrama telavivensis	species	2360159	93045				2026-09-13
1150	Acanthobrama thisbeae	species	7500744	612454				2026-09-13
1151	Acanthobrama tricolor	species	2360166	445587				2026-09-13
1152	Acanthobrama urmianus	species	8052369	612455				2026-09-13
1153	Acanthobunocephalus	genus	2340535	86171				2026-09-13
1154	Acanthobunocephalus nicoi	species	2340536	608646				2026-09-13
1155	Acanthobunocephalus scruggsi	species	11128388	1313588				2026-09-13
1156	Acanthocepola	genus	2379520	86172				2026-09-13
1157	Acanthocepola abbreviata	species	2379521	529741				2026-09-13
1158	Acanthocepola indica	species	2379524	609972				2026-09-13
1159	Acanthocepola krusensternii	species	2379527	529742				2026-09-13
1160	Acanthocepola limbata	species	2379526	529743				2026-09-13
1161	Acanthochaenus	genus	2410277	86173				2026-09-13
1162	Acanthochaenus luetkenii	species	2410278	621068				2026-09-13
1163	Acanthocharax	genus	2353905	86174				2026-09-13
1164	Acanthocharax microlepis	species	2353906	610090				2026-09-13
1165	Acanthochromis	genus	7734741	86175				2026-09-13
1166	Acanthochromis polyacanthus	species	5212126	319335				2026-09-13
1167	Acanthocleithron	genus	2344158	86176				2026-09-13
1168	Acanthocleithron chapini	species	2344159	93048				2026-09-13
1169	Acanthoclinus	genus	2389809	64484				2026-09-13
1170	Acanthoclinus fuscus	species	5210338	410713				2026-09-13
1171	Acanthoclinus littoreus	species	5210335	64482				2026-09-13
1172	Acanthoclinus marilynae	species	5210340	534770				2026-09-13
1173	Acanthoclinus matti	species	5210339	619343				2026-09-13
1174	Acanthoclinus rua	species	5210337	619344				2026-09-13
1175	Acanthocobitis	genus	2358634	86177				2026-09-13
1176	Acanthocobitis longipinnis	species	9103073	1360085				2026-09-13
1177	Acanthocobitis pavonacea	species	7193505	617838				2026-09-13
1178	Acanthocybium	genus	2374068	47265				2026-09-13
1179	Acanthocybium solandri	species	2374069	47257				2026-09-13
1180	Acanthodoras	genus	2343892	86179				2026-09-13
1181	Acanthodoras cataphractus	species	2343895	613818				2026-09-13
1182	Acanthodoras depressus	species	2343893	613819				2026-09-13
1183	Acanthodoras polygramma	species		1360057				2026-09-13
1184	Acanthodraco	genus	2393141	86180				2026-09-13
1185	Acanthodraco dewitti	species	2393142	609213				2026-09-13
1186	Acanthogobius	genus	2375969	86182				2026-09-13
1187	Acanthogobius donghaiensis	species		1359884				2026-09-13
1188	Acanthogobius elongatus	species	4285970	614274				2026-09-13
1189	Acanthogobius flavimanus	species	2375974	117563				2026-09-13
1190	Acanthogobius hasta	species	2378656	614275				2026-09-13
1191	Acanthogobius insularis	species	4285971	614276				2026-09-13
1192	Acanthogobius lactipes	species	2375970	614277				2026-09-13
1193	Acanthogobius luridus	species	2375973	128451				2026-09-13
1194	Acanthogobius stigmothonus	species	10758640	1015321				2026-09-13
1195	Acantholabrus	genus	2383143	86183				2026-09-13
1196	Acantholabrus palloni	species	2383144	93059				2026-09-13
1197	Acantholebias	genus		1560759				2026-09-13
1198	Acantholebias luteoflammulatus	species		1560797				2026-09-13
1199	Acantholebias quirogai	species		1561376				2026-09-13
1200	Acantholiparis	genus	2336399	172640				2026-09-13
1201	Acantholiparis caecus	species	2336400	212215				2026-09-13
1202	Acantholiparis opercularis	species	2336401	212216				2026-09-13
1203	Acantholumpenus	genus	2395000	86184				2026-09-13
1204	Acantholumpenus mackayi	species	2395001	212217				2026-09-13
1205	Acanthonidae	family		1579575				2026-09-13
1206	Acanthonus	genus	2345631	86186				2026-09-13
1207	Acanthonus armatus	species	2345632	459198				2026-09-13
1208	Acanthonus hextii	species		1567632				2026-09-13
1209	Acanthonus myersi	species		1567634				2026-09-13
1210	Acanthopagrus	genus	2392269	86187				2026-09-13
1211	Acanthopagrus akazakii	species	2392287	445588				2026-09-13
1212	Acanthopagrus arabicus	species	8106214	445589				2026-09-13
1213	Acanthopagrus australis	species	2392280	132533				2026-09-13
1214	Acanthopagrus berda	species	2392290	445590				2026-09-13
1215	Acanthopagrus bifasciatus	species	2392311	359364				2026-09-13
1216	Acanthopagrus butcheri	species	2392273	311415				2026-09-13
1217	Acanthopagrus catenula	species	7364199	445591				2026-09-13
1218	Acanthopagrus chinshira	species	2392277	437835				2026-09-13
1219	Acanthopagrus datnia	species		1316668				2026-09-13
1220	Acanthopagrus estuarius	species		1316005				2026-09-13
1221	Acanthopagrus latus	species	2392281	245762				2026-09-13
1222	Acanthopagrus morrisoni	species	7403268	445593				2026-09-13
1223	Acanthopagrus oconnorae	species		1416150				2026-09-13
1224	Acanthopagrus omanensis	species	5961965	445594				2026-09-13
1225	Acanthopagrus pacificus	species	5961967	367430				2026-09-13
1226	Acanthopagrus palmaris	species	2392275	445595				2026-09-13
1227	Acanthopagrus randalli	species	2392270	445596				2026-09-13
1228	Acanthopagrus schlegelii	species	4284635	354333				2026-09-13
1229	Acanthopagrus sheim	species	8384553	445597				2026-09-13
1230	Acanthopagrus sivicolus	species	2392271	437834				2026-09-13
1231	Acanthopagrus taiwanensis	species	2392272	445598				2026-09-13
1232	Acanthopagrus vagus	species	2392292	445599				2026-09-13
1233	Acanthoplesiops	genus	2389761	86188				2026-09-13
1234	Acanthoplesiops cappuccino	species	7962120	619345				2026-09-13
1235	Acanthoplesiops echinatus	species	2389763	619346				2026-09-13
1236	Acanthoplesiops hardyi	species		1439672				2026-09-13
1237	Acanthoplesiops hiatti	species	2389765	619347				2026-09-13
1238	Acanthoplesiops indicus	species	2389766	619348				2026-09-13
1239	Acanthoplesiops jessicae	species	11142105	1313397				2026-09-13
1240	Acanthoplesiops naka	species	2389762	619349				2026-09-13
1241	Acanthoplesiops psilogaster	species	2389764	619350				2026-09-13
1242	Acanthopoma	genus	2342944	86189				2026-09-13
1243	Acanthopoma annectens	species	2342945	621652				2026-09-13
1244	Acanthopsaron	genus		1601632				2026-09-13
1245	Acanthopsaron striatum	species		1601634				2026-09-13
1246	Acanthopsetta	genus	2409053	86191				2026-09-13
1247	Acanthopsetta nadeshnyi	species	2409054	619362				2026-09-13
1248	Acanthopsoides	genus	2368110	86192				2026-09-13
1249	Acanthopsoides delphax	species	2368117	445600				2026-09-13
1250	Acanthopsoides gracilentus	species	2368115	445601				2026-09-13
1251	Acanthopsoides gracilis	species	2368114	445602				2026-09-13
1252	Acanthopsoides hapalias	species	2368113	445603				2026-09-13
1253	Acanthopsoides molobrion	species	2368112	445604				2026-09-13
1254	Acanthopsoides robertsi	species	2368111	611813				2026-09-13
1255	Acanthosphex	genus	2336977	86194				2026-09-13
1256	Acanthosphex leurynnis	species	2336978	529391				2026-09-13
1257	Acanthostracion	genus	2408180	49434				2026-09-13
1258	Acanthostracion guineense	species	11187042	1315710				2026-09-13
1259	Acanthostracion notacanthus	species	2408193	49429				2026-09-13
1260	Acanthostracion polygonium	species		1315642				2026-09-13
1261	Acanthostracion quadricornis	species	2408197	49925				2026-09-13
1262	Acanthuridae	family	4233	47619				2026-09-13
1263	Acanthuriformes	order		1303726				2026-09-13
1264	Acanthurus	genus	2379647	55382				2026-09-13
1265	Acanthurus achilles	species	5209178	69760				2026-09-13
1266	Acanthurus albimento	species	9633224	623671				2026-09-13
1267	Acanthurus albipectoralis	species	5209262	186994				2026-09-13
1268	Acanthurus auranticavus	species	5209158	186995				2026-09-13
1269	Acanthurus bahianus	species	5209181	1032318				2026-09-13
1270	Acanthurus bariene	species	5209156	186996				2026-09-13
1271	Acanthurus blochii	species	5209203	132411				2026-09-13
1272	Acanthurus chirurgus	species	5209174	121195				2026-09-13
1273	Acanthurus chronixis	species	5209195	186997				2026-09-13
1274	Acanthurus coeruleus	species	5209188	121196				2026-09-13
1275	Acanthurus dussumieri	species	5209167	121597				2026-09-13
1276	Acanthurus fowleri	species	5209155	145524				2026-09-13
1277	Acanthurus gahhm	species	5209159	93074				2026-09-13
1278	Acanthurus grammoptilus	species	5209243	132367				2026-09-13
1279	Acanthurus guttatus	species	5209152	123529				2026-09-13
1280	Acanthurus japonicus	species	5209165	186998				2026-09-13
1281	Acanthurus leucocheilus	species	5209259	186999				2026-09-13
1282	Acanthurus leucopareius	species	5209183	55376				2026-09-13
1283	Acanthurus leucosternon	species	5209210	123269				2026-09-13
1284	Acanthurus lineatus	species	5209244	135283				2026-09-13
1285	Acanthurus maculiceps	species	5209257	187000				2026-09-13
1286	Acanthurus mata	species	5209204	132409				2026-09-13
1287	Acanthurus mindorensis	species	5712188	1315889				2026-09-13
1288	Acanthurus monroviae	species	5209173	187001				2026-09-13
1289	Acanthurus nigricans	species	5209162	121193				2026-09-13
1290	Acanthurus nigricauda	species	5209160	121194				2026-09-13
1291	Acanthurus nigrofuscus	species	5209227	132410				2026-09-13
1292	Acanthurus nigroris	species	5209231	187002				2026-09-13
1293	Acanthurus nigros	species		1315890				2026-09-13
1294	Acanthurus nubilus	species	5209251	187003				2026-09-13
1295	Acanthurus olivaceus	species	5209196	121704				2026-09-13
1296	Acanthurus polyzona	species	5209176	187004				2026-09-13
1297	Acanthurus pyroferus	species	5209154	153279				2026-09-13
1298	Acanthurus reversus	species	5209157	187005				2026-09-13
1299	Acanthurus sandvicensis	species		1315888				2026-09-13
1300	Acanthurus sohal	species	5209184	187006				2026-09-13
1301	Acanthurus tennentii	species	5209206	121705				2026-09-13
1302	Acanthurus thompsoni	species	5209215	122689				2026-09-13
1303	Acanthurus tractus	species		871060				2026-09-13
1304	Acanthurus triostegus	species	5209217	59931				2026-09-13
1305	Acanthurus tristis	species	5209238	187007				2026-09-13
1306	Acanthurus xanthopterus	species	5209252	132366				2026-09-13
1307	Acantopsis	genus	2368324	86195				2026-09-13
1308	Acantopsis bruinen	species	11120343	1314041				2026-09-13
1309	Acantopsis dialuzona	species	2368334	445605				2026-09-13
1310	Acantopsis dinema	species	9490645	786187				2026-09-13
1311	Acantopsis ioa	species	9279079	786188				2026-09-13
1312	Acantopsis octoactinotos	species	2368325	93076				2026-09-13
1313	Acantopsis rungthipae	species	9468030	786189				2026-09-13
1314	Acantopsis spectabilis	species	7193692	187009				2026-09-13
1315	Acantopsis thiemmedhi	species	2368326	187010				2026-09-13
1316	Acapoeta	genus	2367553	86196				2026-09-13
1317	Acapoeta tanganicae	species	2367554	93077				2026-09-13
1318	Acarichthys	genus	2371392	86197				2026-09-13
1319	Acarichthys heckelii	species	2371393	342480				2026-09-13
1320	Acarobythites	genus	2346173	86198				2026-09-13
1321	Acarobythites larsonae	species	2346174	529618				2026-09-13
1322	Acaronia	genus	2373151	86199				2026-09-13
1323	Acaronia nassa	species	2373152	342470				2026-09-13
1324	Acaronia vultuosa	species	2373158	611160				2026-09-13
1325	Acentrogobius	genus	2376393	86201				2026-09-13
1326	Acentrogobius brevirostris	species	11180622	1316615				2026-09-13
1327	Acentrogobius caninus	species	2376443	342823				2026-09-13
1328	Acentrogobius cenderawasih	species	8284421	614278				2026-09-13
1329	Acentrogobius chusanensis	species	10007632	1232595				2026-09-13
1330	Acentrogobius dasi	species		1556563				2026-09-13
1331	Acentrogobius dayi	species	2376441	603872				2026-09-13
1332	Acentrogobius decaryi	species		1315530				2026-09-13
1333	Acentrogobius gracilis	species		1315834				2026-09-13
1334	Acentrogobius griseus	species	2376432	614282				2026-09-13
1335	Acentrogobius horai	species		1416297				2026-09-13
1336	Acentrogobius janthinopterus	species	2376434	345866				2026-09-13
1337	Acentrogobius limarius	species	8748666	871099				2026-09-13
1338	Acentrogobius madraspatensis	species		1315684				2026-09-13
1339	Acentrogobius moloanus	species	2375811	614284				2026-09-13
1340	Acentrogobius multifasciatus	species	9058540	614285				2026-09-13
1341	Acentrogobius nigromaculatus	species		1681116				2026-09-13
1342	Acentrogobius pellidebilis	species	2376394	614286				2026-09-13
1343	Acentrogobius pflaumii	species	2376397	465518				2026-09-13
1344	Acentrogobius quinquemaculatus	species	11128623	1314384				2026-09-13
1345	Acentrogobius simplex	species	2376406	614287				2026-09-13
1346	Acentrogobius suluensis	species	2376451	614288				2026-09-13
1347	Acentrogobius therezieni	species	2376404	93079				2026-09-13
1348	Acentrogobius vanderloosi	species	9136243	871100				2026-09-13
1349	Acentrogobius veliensis	species		1313146				2026-09-13
1350	Acentrogobius violarisi	species	8982476	871101				2026-09-13
1351	Acentrogobius virgatulus	species	11158239	1315820				2026-09-13
1352	Acentrogobius viridipunctatus	species	2376422	474044				2026-09-13
1353	Acentronichthys	genus	2342004	86202				2026-09-13
1354	Acentronichthys leptos	species	2343628	93080				2026-09-13
1355	Acentronura	genus	2332968	86203				2026-09-13
1356	Acentronura breviperula	species	2332980	530947				2026-09-13
1357	Acentronura gracilissima	species	2332969	621419				2026-09-13
1358	Acentronura mossambica	species		1545655				2026-09-13
1359	Acentronura tentaculata	species	2332977	142921				2026-09-13
1360	Acentrophryne	genus	2414382	86204				2026-09-13
1361	Acentrophryne dolichonema	species	2414383	615740				2026-09-13
1362	Acentrophryne longidens	species	2414384	615741				2026-09-13
1363	Aceroichthys	genus		1522751				2026-09-13
1364	Aceroichthys dioctes	species		1522752				2026-09-13
1365	Acestridium	genus	2339435	86205				2026-09-13
1366	Acestridium colombiense	species	2339438	616098				2026-09-13
1367	Acestridium dichromum	species	2339441	616099				2026-09-13
1368	Acestridium discus	species	2339440	616100				2026-09-13
1369	Acestridium gymnogaster	species	2339436	616101				2026-09-13
1370	Acestridium martini	species	2339437	616102				2026-09-13
1371	Acestridium scutatum	species	2339443	616103				2026-09-13
1372	Acestridium triplax	species	2339442	616104				2026-09-13
1373	Acestrocephalus	genus	2353353	86206				2026-09-13
1374	Acestrocephalus acutus	species	2353367	610091				2026-09-13
1375	Acestrocephalus anomalus	species	2353364	610092				2026-09-13
1376	Acestrocephalus boehlkei	species	2353359	610093				2026-09-13
1377	Acestrocephalus maculosus	species	2353363	610094				2026-09-13
1378	Acestrocephalus nigrifasciatus	species	2353362	610095				2026-09-13
1379	Acestrocephalus pallidus	species	2353361	610096				2026-09-13
1380	Acestrocephalus sardina	species	2353355	610097				2026-09-13
1381	Acestrocephalus stigmatus	species	2353354	610098				2026-09-13
1382	Acestrorhamphidae	family		1579580				2026-09-13
1383	Acestrorhynchidae	family	7198	85556				2026-09-13
1384	Acestrorhynchus	genus	2355562	86207				2026-09-13
1385	Acestrorhynchus abbreviatus	species	2355566	607812				2026-09-13
1386	Acestrorhynchus altus	species	2355574	607813				2026-09-13
1387	Acestrorhynchus britskii	species	2355564	607814				2026-09-13
1388	Acestrorhynchus falcatus	species	2355586	607815				2026-09-13
1389	Acestrorhynchus falcirostris	species	2355577	607816				2026-09-13
1390	Acestrorhynchus grandoculis	species	2355575	607817				2026-09-13
1391	Acestrorhynchus heterolepis	species	2355583	607818				2026-09-13
1392	Acestrorhynchus isalineae	species	2355590	607819				2026-09-13
1393	Acestrorhynchus lacustris	species	2355581	607820				2026-09-13
1394	Acestrorhynchus maculipinna	species	2355568	93081				2026-09-13
1395	Acestrorhynchus microlepis	species	2355569	607821				2026-09-13
1396	Acestrorhynchus minimus	species	2355565	607822				2026-09-13
1397	Acestrorhynchus nasutus	species	2355585	607823				2026-09-13
1398	Acestrorhynchus pantaneiro	species	2355576	362663				2026-09-13
1399	Acheilognathidae	family	8659757	1303616				2026-09-13
1400	Acheilognathus	genus	2359376	86210				2026-09-13
1401	Acheilognathus amurensis	species		1316554				2026-09-13
1402	Acheilognathus asmussii	species	2359440	612457				2026-09-13
1403	Acheilognathus barbatulus	species	2359400	93123				2026-09-13
1404	Acheilognathus barbatus	species	2359452	612458				2026-09-13
1405	Acheilognathus binidentatus	species	2359414	612459				2026-09-13
1406	Acheilognathus brevicaudatus	species	2359463	612460				2026-09-13
1407	Acheilognathus changtingensis	species	5962671	612461				2026-09-13
1408	Acheilognathus chankaensis	species		1315740				2026-09-13
1409	Acheilognathus coreanus	species	4286922	612462				2026-09-13
1410	Acheilognathus cyanostigma	species	2359432	360783				2026-09-13
1411	Acheilognathus deignani	species	2359450	93124				2026-09-13
1412	Acheilognathus elongatoides	species	2359459	93125				2026-09-13
1413	Acheilognathus elongatus	species	2359377	93126				2026-09-13
1414	Acheilognathus fasciodorsalis	species	2359455	612463				2026-09-13
1415	Acheilognathus gracilis	species	2359417	128316				2026-09-13
1416	Acheilognathus hypselonotus	species	2359456	612465				2026-09-13
1417	Acheilognathus imberbis	species	2359384	128317				2026-09-13
1418	Acheilognathus imfasciodorsalis	species	2359426	612466				2026-09-13
1419	Acheilognathus kyphus	species	2359427	93127				2026-09-13
1420	Acheilognathus lanchiensis	species	11121218	1232928				2026-09-13
1421	Acheilognathus longibarbatus	species	2359415	612468				2026-09-13
1422	Acheilognathus longipinnis	species	2359437	93128				2026-09-13
1423	Acheilognathus longispinnis	species		1315558				2026-09-13
1424	Acheilognathus macromandibularis	species	2359393	612469				2026-09-13
1425	Acheilognathus macropterus	species	2359405	128311				2026-09-13
1426	Acheilognathus majusculus	species	2359439	612470				2026-09-13
1427	Acheilognathus melanogaster	species	2359461	93129				2026-09-13
1428	Acheilognathus mengyangensis	species		1359976				2026-09-13
1429	Acheilognathus meridianus	species	2359387	93130				2026-09-13
1430	Acheilognathus microphysa	species	2359446	612471				2026-09-13
1431	Acheilognathus nanchongensis	species	11173309	1314900				2026-09-13
1432	Acheilognathus nguyenvanhaoi	species	7770441	612472				2026-09-13
1433	Acheilognathus omeiensis	species	2359453	612473				2026-09-13
1434	Acheilognathus polylepis	species	2359424	612475				2026-09-13
1435	Acheilognathus polyspinus	species	2359389	93131				2026-09-13
1436	Acheilognathus rhombeus	species	2359434	470277				2026-09-13
1437	Acheilognathus striatus	species	5962672	612476				2026-09-13
1438	Acheilognathus tabira	species	4286919	128485				2026-09-13
1439	Acheilognathus tabira erythropterus	subspecies		1651298				2026-09-13
1440	Acheilognathus tabira jordani	subspecies		1651300				2026-09-13
1441	Acheilognathus tabira nakamurae	subspecies		1651302				2026-09-13
1442	Acheilognathus tabira tabira	subspecies		1369645				2026-09-13
1443	Acheilognathus tabira tohokuensis	subspecies		1651309				2026-09-13
1444	Acheilognathus tonkinensis	species	2359380	93132				2026-09-13
1445	Acheilognathus typus	species	2359448	612477				2026-09-13
1446	Acheilognathus yamatsutae	species	2359394	612478				2026-09-13
1447	Achiridae	family	5081	56048				2026-09-13
1448	Achiroides	genus	2409988	86211				2026-09-13
1449	Achiroides leucorhynchos	species	2409989	620958				2026-09-13
1450	Achiroides melanorhynchus	species	2409990	187012				2026-09-13
1451	Achiropsetta	genus	2409007	86212				2026-09-13
1452	Achiropsetta tricholepis	species	2409009	607853				2026-09-13
1453	Achiropsettidae	family	8607	85558				2026-09-13
1454	Achirus	genus	2408208	86213				2026-09-13
1455	Achirus achirus	species	2408215	607835				2026-09-13
1456	Achirus declivis	species	2408209	607836				2026-09-13
