fw_taxon_id	canonical_name	rank	gbif_taxon_id	inat_taxon_id	worms_aphia_id	wikidata_qid	merged_into	created_on
4422	Astyanax microlepis	species	5204264	610202				2026-09-13
4423	Astyanax microschemos	species	5204391	610203				2026-09-13
4424	Astyanax multidens	species	5204387	610205				2026-09-13
4425	Astyanax myersi	species	5204341	610207				2026-09-13
4426	Astyanax nasutus	species	5204244	610208				2026-09-13
4427	Astyanax nicaraguensis	species	5204291	559334				2026-09-13
4428	Astyanax nobre	species		1376756				2026-09-13
4429	Astyanax novae	species	7893453	610209				2026-09-13
4430	Astyanax obscurus	species	5204243	610210				2026-09-13
4431	Astyanax ocotal	species	9636492	1015227				2026-09-13
4432	Astyanax orstedii	species		1316381				2026-09-13
4433	Astyanax orthodus	species	5204255	610213				2026-09-13
4434	Astyanax panamensis	species		1316383				2026-09-13
4435	Astyanax pardensis	species	12181170	1359937				2026-09-13
4436	Astyanax petenensis	species		1038902				2026-09-13
4437	Astyanax pirabitira	species	7606787	610223				2026-09-13
4438	Astyanax pirapuan	species	5962445	610224				2026-09-13
4439	Astyanax pirauba	species		1579876				2026-09-13
4440	Astyanax poetzschkei	species	5204401	610225				2026-09-13
4441	Astyanax procerus	species	7727697	610226				2026-09-13
4442	Astyanax rioverde	species	9326989	1015228				2026-09-13
4443	Astyanax rupestris	species	11193553	1314224				2026-09-13
4444	Astyanax rupununi	species	5204268	610232				2026-09-13
4445	Astyanax saltor	species	5204295	610234				2026-09-13
4446	Astyanax salvatoris	species	9518247	1015229				2026-09-13
4447	Astyanax scintillans	species	5204318	610237				2026-09-13
4448	Astyanax siapae	species	5204196	610239				2026-09-13
4449	Astyanax sincora	species	10549364	1313907				2026-09-13
4450	Astyanax stilbe	species	5204329	610241				2026-09-13
4451	Astyanax superbus	species	5204342	610242				2026-09-13
4452	Astyanax symmetricus	species	5204263	610243				2026-09-13
4453	Astyanax tamiahua	species	9323430	1015230				2026-09-13
4454	Astyanax tarpon	species		1579585				2026-09-13
4455	Astyanax taurorum	species	9395482	1314383				2026-09-13
4456	Astyanax tehuacanensis	species	9444321	1015231				2026-09-13
4457	Astyanax totae	species	5204384	610245				2026-09-13
4458	Astyanax trierythropterus	species	5204379	94766				2026-09-13
4459	Astyanax unitaeniatus	species	5204336	610249				2026-09-13
4460	Astyanax utiariti	species	5204321	610250				2026-09-13
4461	Astyanax validus	species	5204394	610251				2026-09-13
4462	Astyanax varii	species	10730701	1313780				2026-09-13
4463	Astyanax venezuelae	species	5204276	610253				2026-09-13
4464	Astyanax villwocki	species	5204239	610255				2026-09-13
4465	Astyanax viridis	species	12254640	1359938				2026-09-13
4466	Astyanax yariguies	species		1314837				2026-09-13
4467	Asymbolus	genus	2418579	86706				2026-09-13
4468	Asymbolus analis	species	2418580	94768				2026-09-13
4469	Asymbolus funebris	species	2418586	94769				2026-09-13
4470	Asymbolus galacticus	species	2418595	188763				2026-09-13
4471	Asymbolus occiduus	species	2418596	94770				2026-09-13
4472	Asymbolus pallidus	species	2418587	94771				2026-09-13
4473	Asymbolus parvus	species	2418584	94772				2026-09-13
4474	Asymbolus rubiginosus	species	2418597	94773				2026-09-13
4475	Asymbolus submaculatus	species	2418588	94774				2026-09-13
4476	Asymbolus vincenti	species	2418590	94775				2026-09-13
4477	Ataeniobius	genus	2347740	86707				2026-09-13
4478	Ataeniobius toweri	species	2347741	94776				2026-09-13
4479	Ataxolepis	genus	2351701	86708				2026-09-13
4480	Ataxolepis apus	species	2351703	609986				2026-09-13
4481	Ataxolepis henactis	species	2351702	609987				2026-09-13
4482	Ateleopodidae	family	7171	85610				2026-09-13
4483	Ateleopodiformes	order	1105	85505				2026-09-13
4484	Ateleopus	genus	2356454	86709				2026-09-13
4485	Ateleopus edentatus	species	8761020	1314656				2026-09-13
4486	Ateleopus japonicus	species	5204668	94777				2026-09-13
4487	Atelomycteridae	family		1383569				2026-09-13
4488	Atelomycterus	genus	2418647	86710				2026-09-13
4489	Atelomycterus baliensis	species	2418651	94778				2026-09-13
4490	Atelomycterus erdmanni	species	7530671	607518				2026-09-13
4491	Atelomycterus fasciatus	species	2418648	94779				2026-09-13
4492	Atelomycterus macleayi	species	2418658	94780				2026-09-13
4493	Atelomycterus marmoratus	species	2418652	94781				2026-09-13
4494	Atelomycterus marnkalha	species	2418649	94782				2026-09-13
4495	Atheresthes	genus	2409090	86713				2026-09-13
4496	Atheresthes evermanni	species	2409095	619363				2026-09-13
4497	Atheresthes stomias	species	2409091	117543				2026-09-13
4498	Atherina	genus	2348168	86714				2026-09-13
4499	Atherina boyeri	species	2411944	94786				2026-09-13
4500	Atherina breviceps	species	2411939	608751				2026-09-13
4501	Atherina caspia	species		1315742				2026-09-13
4502	Atherina harringtonensis	species		1316105				2026-09-13
4503	Atherina hepsetus	species	2411943	118595				2026-09-13
4504	Atherina lopeziana	species	2411942	118593				2026-09-13
4505	Atherina pontica	species		1663629				2026-09-13
4506	Atherina presbyter	species	2411945	118594				2026-09-13
4507	Atherinason	genus	2411777	86715				2026-09-13
4508	Atherinason hepsetoides	species	2411778	529499				2026-09-13
4509	Atherinella	genus	2412134	86716				2026-09-13
4510	Atherinella alvarezi	species	2412161	316970				2026-09-13
4511	Atherinella ammophila	species	2412195	316971				2026-09-13
4512	Atherinella argentea	species	2412192	94787				2026-09-13
4513	Atherinella balsana	species	2412187	316972				2026-09-13
4514	Atherinella beani	species	2412208	608769				2026-09-13
4515	Atherinella blackburni	species	2412153	608770				2026-09-13
4516	Atherinella brasiliensis	species	2412202	608771				2026-09-13
4517	Atherinella callida	species	2412172	316973				2026-09-13
4518	Atherinella chagresi	species	2412149	608772				2026-09-13
4519	Atherinella colombiensis	species	2412175	608773				2026-09-13
4520	Atherinella crystallina	species	2412140	94788				2026-09-13
4521	Atherinella elegans	species	2412185	316974				2026-09-13
4522	Atherinella eriarcha	species	2412163	94789				2026-09-13
4523	Atherinella guatemalensis	species	2412173	94790				2026-09-13
4524	Atherinella guija	species	2412190	608774				2026-09-13
4525	Atherinella hubbsi	species	2412165	341944				2026-09-13
4526	Atherinella jiloaensis	species	2412193	94791				2026-09-13
4527	Atherinella lisa	species	2412170	316975				2026-09-13
4528	Atherinella marvelae	species	2412167	316976				2026-09-13
4529	Atherinella meeki	species	2412196	608775				2026-09-13
4530	Atherinella milleri	species	2412146	358214				2026-09-13
4531	Atherinella nepenthe	species	2412151	94792				2026-09-13
4532	Atherinella nesiotes	species	2412198	94793				2026-09-13
4533	Atherinella nocturna	species	2412181	94794				2026-09-13
4534	Atherinella pachylepis	species	2412205	94795				2026-09-13
4535	Atherinella pallida	species	2412137	608776				2026-09-13
4536	Atherinella panamensis	species	2412169	94796				2026-09-13
4537	Atherinella pellosemeion	species	2412135	473377				2026-09-13
4538	Atherinella robbersi	species	2412155	608777				2026-09-13
4539	Atherinella sallei	species	2412157	316978				2026-09-13
4540	Atherinella sardina	species	2412144	608778				2026-09-13
4541	Atherinella schultzi	species	2412200	316979				2026-09-13
4542	Atherinella serrivomer	species	2412148	94797				2026-09-13
4543	Atherinella starksi	species	2412178	94798				2026-09-13
4544	Atherinella venezuelae	species	2412183	608779				2026-09-13
4545	Atherinidae	family	7172	85611				2026-09-13
4546	Atheriniformes	order	496	85506				2026-09-13
4547	Atherinomoridae	family		1689508				2026-09-13
4548	Atherinomorus	genus	2411792	86717				2026-09-13
4549	Atherinomorus crenolepis	species		1316422				2026-09-13
4550	Atherinomorus endrachtensis	species	2411835	424286				2026-09-13
4551	Atherinomorus forskalii	species	7999925	608753				2026-09-13
4552	Atherinomorus insularum	species	2411852	198228				2026-09-13
4553	Atherinomorus lacunosus	species	2411793	479375				2026-09-13
4554	Atherinomorus pinguis	species	6135571	608754				2026-09-13
4555	Atherinomorus regina	species	2411827	509104				2026-09-13
4556	Atherinomorus stipes	species	2411822	94800				2026-09-13
4557	Atherinomorus vaigiensis	species	2411855	424287				2026-09-13
4558	Atherinops	genus	2412418	86718				2026-09-13
4559	Atherinops affinis	species	2412419	94801				2026-09-13
4560	Atherinopsidae	family	2957	85612				2026-09-13
4561	Atherinopsis	genus	2412223	86719				2026-09-13
4562	Atherinopsis californiensis	species	2412224	94802				2026-09-13
4563	Atherinosoma	genus	2411769	86720				2026-09-13
4564	Atherinosoma elongatum	species		1316106				2026-09-13
4565	Atherinosoma microstoma	species	2411890	486064				2026-09-13
4566	Atherion	genus	2411782	86721				2026-09-13
4567	Atherion africanum	species	2411783	608755				2026-09-13
4568	Atherion elymus	species	8104370	94803				2026-09-13
4569	Atherion maccullochi	species	2411786	608756				2026-09-13
4570	Atherionidae	family	4284271	1303605				2026-09-13
4571	Atlantirivulus	genus	4839878	619966				2026-09-13
4572	Atlantirivulus depressus	species	7193430	619967				2026-09-13
4573	Atlantirivulus enigmaticus	species		1596861				2026-09-13
4574	Atlantirivulus guanabarensis	species	7727235	619968				2026-09-13
4575	Atlantirivulus haraldsiolii	species	7193426	619969				2026-09-13
4576	Atlantirivulus janeiroensis	species	7193433	619970				2026-09-13
4577	Atlantirivulus jurubatibensis	species	7193429	619971				2026-09-13
4578	Atlantirivulus lazzarotoi	species	7193425	619972				2026-09-13
4579	Atlantirivulus luelingi	species	7193432	619973				2026-09-13
4580	Atlantirivulus maricensis	species	8164419	619974				2026-09-13
4581	Atlantirivulus nudiventris	species	7193428	619975				2026-09-13
4582	Atlantirivulus paranaguensis	species	8043164	619976				2026-09-13
4583	Atlantirivulus peruibensis	species		1701547				2026-09-13
4584	Atlantirivulus ribeirensis	species	8325081	619977				2026-09-13
4585	Atlantirivulus riograndensis	species	7193424	619978				2026-09-13
4586	Atlantirivulus santensis	species	7193431	619979				2026-09-13
4587	Atlantirivulus simplicis	species	7193427	619980				2026-09-13
4588	Atlantirivulus tupinambas	species		1701548				2026-09-13
4589	Atlantirivulus unaensis	species	7193423	619981				2026-09-13
4590	Atlantor	genus		1545242				2026-09-13
4591	Atlantor reinii	species		1545674				2026-09-13
4592	Atlantoraja	genus	2419891	86724				2026-09-13
4593	Atlantoraja castelnaui	species	2419892	94814				2026-09-13
4594	Atlantoraja cyclophora	species	2419894	94815				2026-09-13
4595	Atlantoraja platana	species	2419897	94816				2026-09-13
4596	Atopochilus	genus	2344266	86726				2026-09-13
4597	Atopochilus chabanaudi	species	2344273	94823				2026-09-13
4598	Atopochilus christyi	species	2344269	94824				2026-09-13
4599	Atopochilus macrocephalus	species	2344274	94825				2026-09-13
4600	Atopochilus mandevillei	species	2344272	94826				2026-09-13
4601	Atopochilus pachychilus	species	2344268	94827				2026-09-13
4602	Atopochilus savorgnani	species	2344267	94828				2026-09-13
4603	Atopochilus vogti	species	2344271	94829				2026-09-13
4604	Atopocottus	genus	2334237	86727				2026-09-13
4605	Atopocottus tribranchius	species	2334238	612056				2026-09-13
4606	Atopodontus	genus	2344179	86728				2026-09-13
4607	Atopodontus adriaensi	species	2344180	94830				2026-09-13
4608	Atopomesus	genus	2354023	86729				2026-09-13
4609	Atopomesus pachyodus	species	2354024	610258				2026-09-13
4610	Atractodenchelys	genus	2402874	86730				2026-09-13
4611	Atractodenchelys brevitrunca	species	10699381	1313675				2026-09-13
4612	Atractodenchelys phrix	species	2402876	621382				2026-09-13
4613	Atractodenchelys robinsorum	species	2402875	621383				2026-09-13
4614	Atractoscion	genus	2400361	86731				2026-09-13
4615	Atractoscion aequidens	species	2400366	179621				2026-09-13
4616	Atractoscion atelodus	species	9325145	786403				2026-09-13
4617	Atractoscion macrolepis	species	9638285	786404				2026-09-13
4618	Atractoscion microlepis	species	9325338	786405				2026-09-13
4619	Atractoscion nobilis	species	2400362	94840				2026-09-13
4620	Atractosteus	genus	2346750	54546				2026-09-13
4621	Atractosteus spatula	species	2346754	54542				2026-09-13
4622	Atractosteus tristoechus	species	2346762	470918				2026-09-13
4623	Atractosteus tropicus	species	2346751	220056				2026-09-13
4624	Atrilinea	genus	2367007	86733				2026-09-13
4625	Atrilinea macrolepis	species	2367008	128400				2026-09-13
4626	Atrilinea macrops	species	2367009	612539				2026-09-13
4627	Atrilinea roulei	species	2367011	187091				2026-09-13
4628	Atrobucca	genus	2400378	86734				2026-09-13
4629	Atrobucca adusta	species	2400389	620294				2026-09-13
4630	Atrobucca alcocki	species	2400397	620295				2026-09-13
4631	Atrobucca antonbruun	species	2400379	620296				2026-09-13
4632	Atrobucca bengalensis	species	2400391	620297				2026-09-13
4633	Atrobucca brevis	species	2400386	530762				2026-09-13
4634	Atrobucca geniae	species	2400384	620298				2026-09-13
4635	Atrobucca kyushini	species	2400385	94890				2026-09-13
4636	Atrobucca marleyi	species	2400382	620299				2026-09-13
4637	Atrobucca nibe	species	2400380	530763				2026-09-13
4638	Atrobucca trewavasae	species	2400390	620300				2026-09-13
4639	Atrophacanthus	genus	2408037	86736				2026-09-13
4640	Atrophacanthus japonicus	species	2408038	621622				2026-09-13
4641	Atropus	genus	2391101	86737				2026-09-13
4642	Atropus armatus	species	12265146	1360078				2026-09-13
4643	Atropus atropos	species	2391102	609905				2026-09-13
4644	Atropus aurochs	species	12247864	1360077				2026-09-13
4645	Atropus hedlandensis	species	12219785	1360113				2026-09-13
4646	Atropus mentalis	species	12174175	1360074				2026-09-13
4647	Atrosalarias	genus	2395118	86738				2026-09-13
4648	Atrosalarias fuscus	species	4286064	445677				2026-09-13
4649	Atrosalarias holomelas	species	5961991	355399				2026-09-13
4650	Atrosalarias hosokawai	species	2395119	355398				2026-09-13
4651	Attonitus	genus	2353973	86741				2026-09-13
4652	Attonitus bounites	species	2353976	610259				2026-09-13
4653	Attonitus ephimeros	species	2353975	610260				2026-09-13
4654	Attonitus irisae	species	2353974	610261				2026-09-13
4655	Atule	genus	2390521	86742				2026-09-13
4656	Atule mate	species	2390522	173863				2026-09-13
4657	Atypichthys	genus	2381268	86743				2026-09-13
4658	Atypichthys latus	species	2381269	447802				2026-09-13
4659	Atypichthys strigatus	species	2381270	513230				2026-09-13
4660	Auchenionchus	genus	2389584	86744				2026-09-13
4661	Auchenionchus crinitus	species	2389587	445678				2026-09-13
4662	Auchenionchus microcirrhis	species	2389589	445679				2026-09-13
4663	Auchenionchus variolosus	species	2389585	445680				2026-09-13
4664	Auchenipterichthys	genus	2344718	86745				2026-09-13
4665	Auchenipterichthys coracoideus	species	2344721	608815				2026-09-13
4666	Auchenipterichthys longimanus	species	2344719	608816				2026-09-13
4667	Auchenipterichthys punctatus	species	2344723	608817				2026-09-13
4668	Auchenipterichthys thoracatus	species	2344726	560130				2026-09-13
4669	Auchenipteridae	family	8640	85615				2026-09-13
4670	Auchenipterus	genus	2344564	86746				2026-09-13
4671	Auchenipterus ambyiacus	species	2344581	608818				2026-09-13
4672	Auchenipterus brachyurus	species	2344565	608819				2026-09-13
4673	Auchenipterus brevior	species	2344568	608820				2026-09-13
4674	Auchenipterus britskii	species	2344580	94902				2026-09-13
4675	Auchenipterus demerarae	species	2344569	608821				2026-09-13
4676	Auchenipterus dentatus	species	2344576	608822				2026-09-13
4677	Auchenipterus fordicei	species	2344570	608823				2026-09-13
4678	Auchenipterus menezesi	species	2344567	608824				2026-09-13
4679	Auchenipterus nigripinnis	species	2344571	608825				2026-09-13
4680	Auchenipterus nuchalis	species	2344578	94903				2026-09-13
4681	Auchenipterus osteomystax	species	2344574	608826				2026-09-13
4682	Auchenoceros	genus	2417043	86747				2026-09-13
4683	Auchenoceros punctatus	species	2417044	617445				2026-09-13
4684	Auchenoglanididae	family		1434983				2026-09-13
4685	Auchenoglanis	genus	2337340	86748				2026-09-13
4686	Auchenoglanis biscutatus	species	2337348	94904				2026-09-13
4687	Auchenoglanis occidentalis	species	2337341	94905				2026-09-13
4688	Aulacocephalus	genus	2387824	86750				2026-09-13
4689	Aulacocephalus temminckii	species	5210151	530809				2026-09-13
4690	Aulastomatomorpha	genus	2410777	86751				2026-09-13
4691	Aulastomatomorpha phospherops	species	2410778	529348				2026-09-13
4692	Aulichthys	genus	2356482	86752				2026-09-13
4693	Aulichthys japonicus	species	2356483	615531				2026-09-13
4694	Aulixidens	genus	2354102	86753				2026-09-13
4695	Aulixidens eugeniae	species	2354103	610262				2026-09-13
4696	Aulohalaelurus	genus	2418729	86754				2026-09-13
4697	Aulohalaelurus kanakorum	species	2418730	94907				2026-09-13
4698	Aulohalaelurus labiosus	species	2418731	94908				2026-09-13
4699	Aulonocara	genus	2370478	86755				2026-09-13
4700	Aulonocara aquilonium	species	2370510	94909				2026-09-13
4701	Aulonocara auditor	species	2370509	94910				2026-09-13
4702	Aulonocara baenschi	species	2370481	94911				2026-09-13
4703	Aulonocara brevinidus	species	2370494	94912				2026-09-13
4704	Aulonocara ethelwynnae	species	2370491	94914				2026-09-13
4705	Aulonocara gertrudae	species	2370490	94915				2026-09-13
4706	Aulonocara guentheri	species	2370506	94916				2026-09-13
4707	Aulonocara hueseri	species	2370507	94918				2026-09-13
4708	Aulonocara jacobfreibergi	species	2370488	94919				2026-09-13
4709	Aulonocara kandeense	species		1315408				2026-09-13
4710	Aulonocara koningsi	species	2370502	611281				2026-09-13
4711	Aulonocara korneliae	species	2370483	94920				2026-09-13
4712	Aulonocara maylandi	species	4285669	94921				2026-09-13
4713	Aulonocara nyassae	species	2370485	94922				2026-09-13
4714	Aulonocara rostratum	species	2370479	94923				2026-09-13
4715	Aulonocara saulosi	species	2370487	94924				2026-09-13
4716	Aulonocara stonemani	species	2370503	94926				2026-09-13
4717	Aulonocara stuartgranti	species	2370511	94927				2026-09-13
4718	Aulonocara trematocephalum	species	2370497	94928				2026-09-13
4719	Aulonocranus	genus	2373097	86756				2026-09-13
4720	Aulonocranus dewindti	species	2373098	94929				2026-09-13
4721	Aulopareia	genus	2378367	86757				2026-09-13
4722	Aulopareia caerulostellata	species		1688507				2026-09-13
4723	Aulopareia cyanomos	species		1416314				2026-09-13
4724	Aulopareia koumansi	species	2378370	614326				2026-09-13
4725	Aulopareia ocellata	species		1315659				2026-09-13
4726	Aulopareia unicolor	species	2378373	614327				2026-09-13
4727	Aulopareia vadosa	species	11787051	1416175				2026-09-13
4728	Aulopidae	family	2961	85616				2026-09-13
4729	Aulopiformes	order	497	49409				2026-09-13
4730	Aulopus	genus	2401177	86758				2026-09-13
4731	Aulopus bajacali	species	2401664	194827				2026-09-13
4732	Aulopus cadenati	species	2401667	608902				2026-09-13
4733	Aulopus chirichignoae	species		1556567				2026-09-13
4734	Aulopus filamentosus	species	2401250	120650				2026-09-13
4735	Aulopyge	genus	2367047	86759				2026-09-13
4736	Aulopyge huegelii	species	2367048	94930				2026-09-13
4737	Aulorhynchidae	family	3705	85617				2026-09-13
4738	Aulorhynchus	genus	2356480	86760				2026-09-13
4739	Aulorhynchus flavidus	species	2356481	117568				2026-09-13
4740	Aulostomidae	family	5903	47244				2026-09-13
4741	Aulostomus	genus	2332594	47243				2026-09-13
4742	Aulostomus chinensis	species	2332603	47239				2026-09-13
4743	Aulostomus maculatus	species	2332595	47238				2026-09-13
4744	Aulostomus strigosus	species	2332598	47241				2026-09-13
4745	Aulotrachichthys	genus	2357099	86761				2026-09-13
4746	Aulotrachichthys argyrophanus	species	2357104	621594				2026-09-13
4747	Aulotrachichthys atlanticus	species	2357114	621595				2026-09-13
4748	Aulotrachichthys heptalepis	species	2357102	621596				2026-09-13
4749	Aulotrachichthys latus	species	2357110	621597				2026-09-13
4750	Aulotrachichthys novaezelandicus	species	2357106	531045				2026-09-13
4751	Aulotrachichthys nyx	species		1545417				2026-09-13
4752	Aulotrachichthys prosthemius	species	2357112	621598				2026-09-13
4753	Aulotrachichthys pulsator	species	2357100	531046				2026-09-13
4754	Aulotrachichthys sajademalensis	species	2357108	621599				2026-09-13
4755	Aulotrachichthys spiralis	species		1545505				2026-09-13
4756	Aulotrachichthys titan	species		1545504				2026-09-13
4757	Aurigequula	genus	4823770	180936				2026-09-13
4758	Aurigequula fasciata	species	8031079	187097				2026-09-13
4759	Aurigequula longispinis	species		1416320				2026-09-13
4760	Aurigequula striata	species		1462566				2026-09-13
4761	Auriglobus	genus	2407785	86765				2026-09-13
4762	Auriglobus amabilis	species	2407796	621535				2026-09-13
4763	Auriglobus modestus	species	2407788	187098				2026-09-13
4764	Auriglobus nefastus	species	2407793	94942				2026-09-13
4765	Auriglobus remotus	species	2407786	621536				2026-09-13
4766	Auriglobus silus	species	5961181	621537				2026-09-13
4767	Australoheros	genus	2370755	86767				2026-09-13
4768	Australoheros acaroides	species	5961858	513878				2026-09-13
4769	Australoheros angiru	species	5852937	611282				2026-09-13
4770	Australoheros charrua	species	2370769	611286				2026-09-13
4771	Australoheros facetus	species	2370771	56899				2026-09-13
4772	Australoheros forquilha	species	2370765	611287				2026-09-13
4773	Australoheros guarani	species	2370759	611288				2026-09-13
4774	Australoheros ipatinguensis	species	2370762	611289				2026-09-13
4775	Australoheros kaaygua	species	2370783	611290				2026-09-13
4776	Australoheros mboapari	species		1439636				2026-09-13
4777	Australoheros minuano	species	2370763	611294				2026-09-13
4778	Australoheros oblongus	species		1439794				2026-09-13
4779	Australoheros ribeirae	species	2370784	611299				2026-09-13
4780	Australoheros ricani	species		1439637				2026-09-13
4781	Australoheros sanguineus	species	8357699	611301				2026-09-13
4782	Australoheros scitulus	species	2370781	611303				2026-09-13
4783	Australoheros tembe	species	2370779	611306				2026-09-13
4784	Australoheros ykeregua	species	5852938	611307				2026-09-13
4785	Australyichthys	genus		1702352				2026-09-13
4786	Australyichthys aegis	species		1702356				2026-09-13
4787	Australyichthys minotaur	species		1702353				2026-09-13
4788	Australyichthys paradoxus	species		1702354				2026-09-13
4789	Austrobatrachus	genus	2350842	86773				2026-09-13
4790	Austrobatrachus foedus	species	2350843	609236				2026-09-13
4791	Austrobatrachus iselesele	species	7193737	609237				2026-09-13
4792	Austrofundulus	genus	2349133	86776				2026-09-13
4793	Austrofundulus guajira	species	2349143	341076				2026-09-13
4794	Austrofundulus leohoignei	species	2349144	341077				2026-09-13
4795	Austrofundulus leoni	species	2349140	341078				2026-09-13
4796	Austrofundulus limnaeus	species	2349134	341079				2026-09-13
4797	Austrofundulus myersi	species	2349136	341401				2026-09-13
4798	Austrofundulus rupununi	species	2349139	341451				2026-09-13
4799	Austrofundulus transilis	species	2349141	341080				2026-09-13
4800	Austroglanididae	family	8641	85618				2026-09-13
4801	Austroglanis	genus	2339003	86778				2026-09-13
4802	Austroglanis barnardi	species	2339008	94958				2026-09-13
4803	Austroglanis gilli	species	2339006	94959				2026-09-13
4804	Austroglanis sclateri	species	2339004	94960				2026-09-13
4805	Austroglossus	genus	2410028	86779				2026-09-13
4806	Austroglossus microlepis	species	2410029	94961				2026-09-13
4807	Austroglossus pectoralis	species	2410031	620994				2026-09-13
4808	Austrolabrus	genus	2383953	86781				2026-09-13
4809	Austrolabrus maculatus	species	2383954	94968				2026-09-13
4810	Austrolebias	genus	2348983	86782				2026-09-13
4811	Austrolebias accorsii	species	11189445	1249347				2026-09-13
4812	Austrolebias ayoreode	species		1561253				2026-09-13
4813	Austrolebias bellottii	species	2348984	341186				2026-09-13
4814	Austrolebias ephemerus	species	10433114	1313963				2026-09-13
4815	Austrolebias melanoorus	species	2349019	341556				2026-09-13
4816	Austrolebias queguay	species	9855920	1314053				2026-09-13
4817	Austrolebias univentripinnis	species	2349040	341243				2026-09-13
4818	Austrolebias vandenbergi	species	2348999	341194				2026-09-13
4819	Austrolethops	genus	2379229	86784				2026-09-13
4820	Austrolethops wardi	species	2379230	529960				2026-09-13
4821	Austrolycus	genus	2381171	86785				2026-09-13
4822	Austrolycus depressiceps	species	2381177	622070				2026-09-13
4823	Austrolycus laticinctus	species	2381172	622071				2026-09-13
4824	Austronibea	genus	2399629	86786				2026-09-13
4825	Austronibea oedogenys	species	2399630	368710				2026-09-13
4826	Auxis	genus	2374231	86795				2026-09-13
4827	Auxis brachydorax	species	5961735	1416282				2026-09-13
4828	Auxis eudorax	species	5961734	1545556				2026-09-13
4829	Auxis rochei	species	4286088	118677				2026-09-13
4830	Auxis thazard	species	4286082	177104				2026-09-13
4831	Avalithoxus	genus		1313024				2026-09-13
4832	Avalithoxus jantjae	species		1314909				2026-09-13
4833	Avocettina	genus	2403709	86797				2026-09-13
4834	Avocettina acuticeps	species	5213064	618174				2026-09-13
4835	Avocettina bowersii	species	5213057	316980				2026-09-13
4836	Avocettina infans	species	5213060	214689				2026-09-13
4837	Avocettina paucipora	species	5213059	618175				2026-09-13
4838	Awaouichthys	genus	7928916	1313059				2026-09-13
4839	Awaouichthys menoni	species	8080838	1314801				2026-09-13
4840	Awaous	genus	5208767	86800				2026-09-13
4841	Awaous acritosus	species	5208788	187100				2026-09-13
4842	Awaous aeneofuscus	species	5208785	614328				2026-09-13
4843	Awaous banana	species	5208771	95000				2026-09-13
4844	Awaous bustamantei	species	5788065	187101				2026-09-13
4845	Awaous commersoni	species	5208777	118705				2026-09-13
4846	Awaous flavus	species	5208786	614329				2026-09-13
4847	Awaous grammepomus	species	5208783	187102				2026-09-13
4848	Awaous guamensis	species	5208791	187103				2026-09-13
4849	Awaous gutum	species		1360062				2026-09-13
4850	Awaous jayakari	species	5712273	614331				2026-09-13
4851	Awaous lateristriga	species	5208768	614332				2026-09-13
4852	Awaous litturatus	species	5208781	614333				2026-09-13
4853	Awaous madagascariensis	species		1474869				2026-09-13
4854	Awaous melanocephalus	species	5208796	335018				2026-09-13
4855	Awaous motla	species		1545364				2026-09-13
4856	Awaous ocellaris	species	5208782	187104				2026-09-13
4857	Awaous personatus	species	5208780	614336				2026-09-13
4858	Awaous stamineus	species	5208792	534647				2026-09-13
4859	Awaous tajasica	species	5208778	317475				2026-09-13
4860	Awaous transandeanus	species		1192740				2026-09-13
4861	Axelrodia	genus	2352794	86801				2026-09-13
4862	Axelrodia riesei	species	2352795	610264				2026-09-13
4863	Axelrodia stigmatias	species	2352796	610265				2026-09-13
4864	Axoclinus	genus	2392838	86803				2026-09-13
4865	Axoclinus cocoensis	species	2392842	95003				2026-09-13
4866	Axoclinus lucillae	species	2392845	95004				2026-09-13
4867	Axoclinus multicinctus	species	2392847	95005				2026-09-13
4868	Axoclinus nigricaudus	species	2392839	95006				2026-09-13
4869	Axoclinus rubinoffi	species	2392846	95007				2026-09-13
4870	Axoclinus storeyae	species	4286007	95008				2026-09-13
4871	Ayarnangra	genus	2341492	86804				2026-09-13
4872	Ayarnangra estuarius	species	2341493	95009				2026-09-13
4873	Aztecula	genus	2367371	86806				2026-09-13
4874	Aztecula amecae	species		1545246				2026-09-13
4875	Aztecula aulidion	species		1545665				2026-09-13
4876	Aztecula calabazas	species		1545548				2026-09-13
4877	Aztecula calientis	species		1545660				2026-09-13
4878	Aztecula grandis	species		1545541				2026-09-13
4879	Aztecula marhabatiensis	species		1545542				2026-09-13
4880	Aztecula sallaei	species	2367372	316981				2026-09-13
4881	Azurina	genus	2399199	86808				2026-09-13
4882	Azurina atrilobata	species		1315937				2026-09-13
4883	Azurina brevirostris	species		1314935				2026-09-13
4884	Azurina cyanea	species		1315935				2026-09-13
4885	Azurina elerae	species		1316760				2026-09-13
4886	Azurina eupalama	species	2399200	95018				2026-09-13
4887	Azurina hirundo	species	2399201	95019				2026-09-13
4888	Azurina intercrusma	species		1316758				2026-09-13
4889	Azurina lepidolepis	species		1316757				2026-09-13
4890	Azurina meridiana	species		1313123				2026-09-13
4891	Azurina multilineata	species		1315932				2026-09-13
4892	Azygopterus	genus	2394826	86809				2026-09-13
4893	Azygopterus corallinus	species	2394827	621151				2026-09-13
4894	Azygopus	genus	2409319	86810				2026-09-13
4895	Azygopus flemingi	species	4837208	1316550				2026-09-13
4896	Azygopus pinnifasciatus	species	2409320	530683				2026-09-13
4897	Babka	genus	4853217	86811				2026-09-13
4898	Babka gymnotrachelus	species	5788062	95020				2026-09-13
